011 -- Kulutushyodykkeiden keskihintoja

Vuosi;Hyodyke;Tiedot;Vuosikeskiarvo
2002;Talousmargariini, 500 g;Keskihinta;1.13
2002;Rasiamargariini, 400 g;Keskihinta;1.14
2002;Kevyt rasiamargariini, 400 g;Keskihinta;1.24
2002;Rypsioljy, 1 l;Keskihinta;2.71
2002;Voi-kasvioljyseos, 400 g;Keskihinta;2.02
2002;Oliivioljy, 0,5 L;Keskihinta;.
2002;Appelsiini , 1 kg;Keskihinta;1.48
2002;Mandariini, 1 kg;Keskihinta;2.06
2002;Banaani, 1 kg;Keskihinta;1.69
2002;Omena, 1 kg;Keskihinta;1.66
2002;Paaryna, 1 kg;Keskihinta;.
2002;Rypaleet, 1 kg;Keskihinta;3.52
2002;Vesimeloni, 1 kg;Keskihinta;.
2002;Kuivatut luumut, 200 g;Keskihinta;.
2002;Suolapahkinat, 200 g;Keskihinta;.
2002;Ananassailyke, 227 g;Keskihinta;.
2002;Jalkiruokakeitto, 1 l;Keskihinta;1.62
2002;Jaavuorisalaatti, 1 kg;Keskihinta;2.96
2002;Ruukkusalaatti, 1 kpl;Keskihinta;0.92
2002;Kukkakaali, 1 kg;Keskihinta;3.38
2002;Tomaatti, 1 kg;Keskihinta;3.03
2002;Kurkku, 1 kg;Keskihinta;2.96
2002;Paprika, 1 kg;Keskihinta;3.88
2002;Porkkana, 1 kg;Keskihinta;1.30
2002;Sipuli, 1 kg;Keskihinta;1.20
2002;Maustekurkut, 1 kg;Keskihinta;5.16
2002;Tomaattisailyke, 400 g;Keskihinta;0.49
2002;Ruokaperuna, 1 kg;Keskihinta;0.61
2002;Perunalastut, 350 g;Keskihinta;.
2002;Ranskalaiset perunat, 500 g;Keskihinta;0.92
2002;Hienosokeri, 1 kg;Keskihinta;1.11
2002;Mansikkahillo, 1 kg;Keskihinta;.
2002;Suklaalevy, 200 g;Keskihinta;.
2002;Suklaapatukka, 44 g;Keskihinta;.
2002;Irtomakeiset, , 1 kg;Keskihinta;.
2002;Makeispussi, 220 g;Keskihinta;.
2002;Lakritsi, 500 g;Keskihinta;.
2002;Ksylitolipurukumi, 110 g;Keskihinta;.
2002;Jaatelopaketti, 1 l;Keskihinta;.
2002;Jaatelotuutti, 70 g;Keskihinta;.
2002;Tomaattiketsuppi, 1 kg;Keskihinta;3.19
2002;Sinappi, 125 g;Keskihinta;1.00
2002;Vauvan velli, 2 dl;Keskihinta;.
2002;Vauvan purkkiruoka, 200 g;Keskihinta;.
2002;Eineslaatikko, 400 g;Keskihinta;.
2002;Tuorehiiva, 50 g;Keskihinta;0.17
2002;Kahvipaketti, 500 g;Keskihinta;2.34
2002;Pussitee, 50 g;Keskihinta;.
2002;Kaakaojuomajauhe, 500 g;Keskihinta;2.50
2002;Kivennaisvesi, 1,5 l;Keskihinta;.
2002;Virvoitusjuoma, 1,5 l;Keskihinta;.
2002;Virvoitusjuoma sokeriton, 1,5 l;Keskihinta;.
2002;Kolajuoma, 1,5 l;Keskihinta;.
2002;Sitruslimonadit, 1,5 l;Keskihinta;.
2002;Muut hedelmalimonadit, 1,5 l;Keskihinta;.
2002;Juomatiiviste, 1 l;Keskihinta;.
2002;Taysmehu, 1 l;Keskihinta;0.88
2002;Appelsiinitaysmehu, 1 l;Keskihinta;.
2002;Mehujuoma, 1 l;Keskihinta;.
2002;ALKOHOLIJUOMAT, TUPAKKA;Keskihinta;.
2002;Koskenkorvapullo, lasipullo, 0,5 l;Keskihinta;14.30
2002;Siideri, 0,5 l;Keskihinta;.
2002;III-olut, 12-pack, 3960 ml;Keskihinta;.
2002;ASUMINEN, VESI, SAHKO, KAASU JA MUUT POLTTOAINEET;Keskihinta;.
2002;Vapaarahoitteisen kaksion vuokra, eur/m2/kk;Keskihinta;8.56
2002;Kerrostalokaksion hinta, eur/m2;Keskihinta;1308.81
2002;Asuntolainojen keskikorko, %;Keskihinta;5.06
2002;Sahko, kWh;Keskihinta;0.08
2002;Kevyt polttooljy, 1 l;Keskihinta;0.37
2002;KALUSTEET, KOTITALOUSKONEET JA YLEINEN KODINHOITO;Keskihinta;.
2002;Konetiskiaine, 1 kg;Keskihinta;2.73
2002;Pyykinpesuaine, 1 kg;Keskihinta;4.03
2002;Astianpesuaine, 1 l;Keskihinta;3.08
2002;Yleispuhdistusaine, 1 l;Keskihinta;2.92
2002;Tiskiharja , 1 kpl;Keskihinta;1.11
2002;Talouspaperi, 4 rll;Keskihinta;2.44
2002;Muovipussi, 1 kpl;Keskihinta;0.14
2002;Biojatepussi, 30 kpl;Keskihinta;.
2002;TERVEYS;Keskihinta;.
2002;Kondomit , 5 kpl/pakk.;Keskihinta;3.35
2002;LIIKENNE;Keskihinta;.
2002;Diesel, 1 l;Keskihinta;0.78
2002;Bensiini 95 E 10, 1 l;Keskihinta;1.08
2002;Bensiini 98 E 5, 1 l;Keskihinta;1.10
2002;Junamatka 200 km, meno-paluu;Keskihinta;44.50
2002;Seutulippu 30 pv, paakaupunkiseutu;Keskihinta;.
2002;Linja-automatka 200 km meno-paluu;Keskihinta;41.30
2002;Taksimatka 5 km paivalla;Keskihinta;8.67
2002;VIESTINTA;Keskihinta;.
2002;1 lk:n kotimaan kirje 50g;Keskihinta;0.60
2002;KULTTUURI JA VAPAA-AIKA;Keskihinta;.
2002;Koiran ruoka, 3 kg;Keskihinta;5.23
2002;Kissan ruoka, 400 g;Keskihinta;0.95
2002;Uimahallimaksu, 1 krt;Keskihinta;3.77
2002;Elokuvalippu;Keskihinta;7.86
2002;Televisiolupamaksu, VUOSI;Keskihinta;166.20
2002;Passikuva, 4 KUVAA;Keskihinta;8.81
2002;Lotto, 1 rivi;Keskihinta;0.60
2002;Vakioveikkaus, 1 rivi;Keskihinta;0.16
2002;RAVINTOLAT JA HOTELLIT;Keskihinta;.
2002;Pizza, 1 kpl;Keskihinta;7.26
2002;Hampurilainen, 1 kpl;Keskihinta;1.97
2002;Kahvi, 1 kpp;Keskihinta;1.37
2002;Virvoitusjuoma kahvilassa, 333 ml pullo;Keskihinta;.
2002;MUUT TAVARAT JA PALVELUT;Keskihinta;.
2002;Hammasharja, 1 kpl;Keskihinta;1.55
2002;Hammastahna, 50 ml;Keskihinta;0.90
2002;WC-paperi, 8 rll;Keskihinta;3.28
2002;Terveyssiteet, 20 kpl/pakk.;Keskihinta;3.17
2002;Kulutusluottojen korot, %;Keskihinta;5.86
2002;Passi;Keskihinta;.
2002;Naudan maksa, 1 kg;Keskihinta;.
2002;Junamatka Hki-Tre IC2-juna meno-paluu;Keskihinta;.
