011 -- Kulutushyodykkeiden keskihintoja

Vuosi;Hyodyke;Tiedot;Vuosikeskiarvo
2004;Palvilihapala, 1 kg;Keskihinta;.
2004;Lihahyytelo, 1 kg;Keskihinta;.
2004;Maksamakkara, 1 kg;Keskihinta;5.73
2004;Kirjolohi, 1 kg;Keskihinta;.
2004;Kirjolohifile, 1 kg;Keskihinta;.
2004;Lohifile, 1 kg;Keskihinta;.
2004;Katkaravut, 1 kg;Keskihinta;11.37
2004;Tonnikalasailyke, 150 g;Keskihinta;1.03
2004;Sillisailyke, 150 g;Keskihinta;.
2004;Taysmaito, 1 l;Keskihinta;0.71
2004;Kevytmaito, 1 l;Keskihinta;0.73
2004;Rasvaton maito, 1 l;Keskihinta;0.71
2004;Aidinmaidonkorvike, 2 dl;Keskihinta;0.33
2004;Jogurttipurkki, 200 g;Keskihinta;0.39
2004;Jogurttitolkki, 1 kg;Keskihinta;1.46
2004;Edamjuusto, 1 kg;Keskihinta;7.75
2004;Emmentaljuusto, 1 kg;Keskihinta;10.65
2004;Kermajuusto, 1 kg;Keskihinta;8.07
2004;Homejuusto, 1 kg;Keskihinta;12.78
2004;Salaattijuusto, 200 g;Keskihinta;.
2004;Tuorejuusto, 200 g;Keskihinta;.
2004;Raejuusto, 200 g;Keskihinta;1.09
2004;Maitorahka, 250 g;Keskihinta;0.99
2004;Sulatejuusto, 200 g;Keskihinta;1.64
2004;Kuohukerma, 2 dl;Keskihinta;0.91
2004;Ruokakerma, 2 dl;Keskihinta;.
2004;Jalkiruokavanukas, 120 g;Keskihinta;0.39
2004;Jalkiruokarahka, 200 g;Keskihinta;.
2004;Piima, 1 l;Keskihinta;.
2004;Viili, 200 g;Keskihinta;0.34
2004;Laktoositon maitojuoma, 1 l;Keskihinta;.
2004;Soijajuoma, 1 L;Keskihinta;.
2004;Kananmunat, 1 kg;Keskihinta;2.36
2004;Meijerivoi , 500 g;Keskihinta;2.46
2004;Talousmargariini, 500 g;Keskihinta;1.18
2004;Rasiamargariini, 400 g;Keskihinta;1.18
2004;Kevyt rasiamargariini, 400 g;Keskihinta;1.29
2004;Rypsioljy, 1 l;Keskihinta;2.85
2004;Voi-kasvioljyseos, 400 g;Keskihinta;2.04
2004;Oliivioljy, 0,5 L;Keskihinta;.
2004;Appelsiini , 1 kg;Keskihinta;1.48
2004;Mandariini, 1 kg;Keskihinta;1.96
2004;Banaani, 1 kg;Keskihinta;1.67
2004;Omena, 1 kg;Keskihinta;1.74
2004;Paaryna, 1 kg;Keskihinta;.
2004;Rypaleet, 1 kg;Keskihinta;3.33
2004;Vesimeloni, 1 kg;Keskihinta;.
2004;Kuivatut luumut, 200 g;Keskihinta;.
2004;Suolapahkinat, 200 g;Keskihinta;.
2004;Ananassailyke, 227 g;Keskihinta;.
2004;Jalkiruokakeitto, 1 l;Keskihinta;1.68
2004;Jaavuorisalaatti, 1 kg;Keskihinta;2.68
2004;Ruukkusalaatti, 1 kpl;Keskihinta;0.89
2004;Kukkakaali, 1 kg;Keskihinta;3.12
2004;Tomaatti, 1 kg;Keskihinta;2.94
2004;Kurkku, 1 kg;Keskihinta;2.76
2004;Paprika, 1 kg;Keskihinta;4.52
2004;Porkkana, 1 kg;Keskihinta;1.27
2004;Sipuli, 1 kg;Keskihinta;1.10
2004;Maustekurkut, 1 kg;Keskihinta;5.07
2004;Tomaattisailyke, 400 g;Keskihinta;0.47
2004;Ruokaperuna, 1 kg;Keskihinta;0.72
2004;Perunalastut, 350 g;Keskihinta;.
2004;Ranskalaiset perunat, 500 g;Keskihinta;0.90
2004;Hienosokeri, 1 kg;Keskihinta;1.07
2004;Mansikkahillo, 1 kg;Keskihinta;.
2004;Suklaalevy, 200 g;Keskihinta;.
2004;Suklaapatukka, 44 g;Keskihinta;.
2004;Irtomakeiset, , 1 kg;Keskihinta;.
2004;Makeispussi, 220 g;Keskihinta;.
2004;Lakritsi, 500 g;Keskihinta;.
2004;Ksylitolipurukumi, 110 g;Keskihinta;.
2004;Jaatelopaketti, 1 l;Keskihinta;.
2004;Jaatelotuutti, 70 g;Keskihinta;.
2004;Tomaattiketsuppi, 1 kg;Keskihinta;3.22
2004;Sinappi, 125 g;Keskihinta;1.02
2004;Vauvan velli, 2 dl;Keskihinta;.
2004;Vauvan purkkiruoka, 200 g;Keskihinta;.
2004;Eineslaatikko, 400 g;Keskihinta;.
2004;Tuorehiiva, 50 g;Keskihinta;0.17
2004;Kahvipaketti, 500 g;Keskihinta;2.19
2004;Pussitee, 50 g;Keskihinta;.
2004;Kaakaojuomajauhe, 500 g;Keskihinta;2.90
2004;Kivennaisvesi, 1,5 l;Keskihinta;.
2004;Virvoitusjuoma, 1,5 l;Keskihinta;.
2004;Virvoitusjuoma sokeriton, 1,5 l;Keskihinta;.
2004;Kolajuoma, 1,5 l;Keskihinta;.
2004;Sitruslimonadit, 1,5 l;Keskihinta;.
2004;Muut hedelmalimonadit, 1,5 l;Keskihinta;.
2004;Juomatiiviste, 1 l;Keskihinta;.
2004;Taysmehu, 1 l;Keskihinta;0.88
2004;Appelsiinitaysmehu, 1 l;Keskihinta;.
2004;Mehujuoma, 1 l;Keskihinta;.
2004;ALKOHOLIJUOMAT, TUPAKKA;Keskihinta;.
2004;Koskenkorvapullo, lasipullo, 0,5 l;Keskihinta;10.06
2004;Siideri, 0,5 l;Keskihinta;.
2004;III-olut, 12-pack, 3960 ml;Keskihinta;.
2004;ASUMINEN, VESI, SAHKO, KAASU JA MUUT POLTTOAINEET;Keskihinta;.
2004;Vapaarahoitteisen kaksion vuokra, eur/m2/kk;Keskihinta;8.93
2004;Kerrostalokaksion hinta, eur/m2;Keskihinta;1500.00
2004;Asuntolainojen keskikorko, %;Keskihinta;3.43
2004;Sahko, kWh;Keskihinta;0.09
2004;Kevyt polttooljy, 1 l;Keskihinta;0.44
2004;KALUSTEET, KOTITALOUSKONEET JA YLEINEN KODINHOITO;Keskihinta;.
2004;Konetiskiaine, 1 kg;Keskihinta;2.85
2004;Pyykinpesuaine, 1 kg;Keskihinta;3.76
2004;Astianpesuaine, 1 l;Keskihinta;3.18
2004;Yleispuhdistusaine, 1 l;Keskihinta;2.85
2004;Tiskiharja , 1 kpl;Keskihinta;1.09
2004;Talouspaperi, 4 rll;Keskihinta;2.43
2004;Muovipussi, 1 kpl;Keskihinta;0.15
2004;Biojatepussi, 30 kpl;Keskihinta;.
2004;TERVEYS;Keskihinta;.
2004;Kondomit , 5 kpl/pakk.;Keskihinta;3.50
2004;LIIKENNE;Keskihinta;.
2004;Diesel, 1 l;Keskihinta;0.84
2004;Bensiini 95 E 10, 1 l;Keskihinta;1.14
2004;Bensiini 98 E 5, 1 l;Keskihinta;1.17
2004;Junamatka 200 km, meno-paluu;Keskihinta;47.20
2004;Seutulippu 30 pv, paakaupunkiseutu;Keskihinta;.
2004;Linja-automatka 200 km meno-paluu;Keskihinta;43.82
2004;Taksimatka 5 km paivalla;Keskihinta;9.45
2004;VIESTINTA;Keskihinta;.
2004;1 lk:n kotimaan kirje 50g;Keskihinta;0.65
2004;KULTTUURI JA VAPAA-AIKA;Keskihinta;.
2004;Koiran ruoka, 3 kg;Keskihinta;5.46
2004;Kissan ruoka, 400 g;Keskihinta;0.93
2004;Uimahallimaksu, 1 krt;Keskihinta;4.03
2004;Elokuvalippu;Keskihinta;8.40
2004;Televisiolupamaksu, VUOSI;Keskihinta;187.80
2004;Passikuva, 4 KUVAA;Keskihinta;9.12
2004;Lotto, 1 rivi;Keskihinta;0.69
2004;Vakioveikkaus, 1 rivi;Keskihinta;0.20
2004;RAVINTOLAT JA HOTELLIT;Keskihinta;.
2004;Pizza, 1 kpl;Keskihinta;7.73
2004;Hampurilainen, 1 kpl;Keskihinta;2.10
2004;Kahvi, 1 kpp;Keskihinta;1.47
2004;Virvoitusjuoma kahvilassa, 333 ml pullo;Keskihinta;.
2004;MUUT TAVARAT JA PALVELUT;Keskihinta;.
2004;Hammasharja, 1 kpl;Keskihinta;1.51
2004;Hammastahna, 50 ml;Keskihinta;0.93
2004;WC-paperi, 8 rll;Keskihinta;3.26
2004;Terveyssiteet, 20 kpl/pakk.;Keskihinta;3.12
2004;Kulutusluottojen korot, %;Keskihinta;4.87
2004;Passi;Keskihinta;.
2004;Naudan maksa, 1 kg;Keskihinta;.
2004;Junamatka Hki-Tre IC2-juna meno-paluu;Keskihinta;.
2003;ELINTARVIKKEET JA ALKOHOLITTOMAT JUOMAT;Keskihinta;.
2003;Pitkajyvariisi, 1 kg;Keskihinta;2.46
2003;Vehnajauhot, 2 kg;Keskihinta;.
2003;Kaurahiutaleet, 1 kg;Keskihinta;.
2003;Annospuurohiutale, 250 g;Keskihinta;.
2003;Reikaleipa, 1 kg;Keskihinta;2.97
2003;Ruisleipa, 1 kg;Keskihinta;.
2003;Ruisleipapalat, 1 kg;Keskihinta;3.81
2003;Jalkiuunileipa, 1 kg;Keskihinta;3.95
2003;Sekaleipa, 1 kg;Keskihinta;3.62
2003;Vehnaleipa, 500 g;Keskihinta;.
2003;Kauraleipa, 500 g;Keskihinta;.
2003;Sampyla, 1 kg;Keskihinta;.
2003;Patonki, 1 kg;Keskihinta;5.07
2003;Pullapitko, 1 kg;Keskihinta;5.80
2003;Taytekeksi, 350 g;Keskihinta;.
2003;Nakkileipa, 1 kg;Keskihinta;4.49
2003;Voileipakeksi, 1 kg;Keskihinta;3.94
2003;Suolakeksit, 100 g;Keskihinta;.
2003;Einespizza, 200 g;Keskihinta;.
2003;Pakastepizza, 300 g;Keskihinta;.
2003;Pakastelehtitaikina, 1 kg;Keskihinta;.
2003;Lihapiirakka, 1 kg;Keskihinta;3.29
2003;Eineshampurilainen, 100 g;Keskihinta;.
2003;Makaroni, 400 g;Keskihinta;0.34
2003;Spagetti, 500 g;Keskihinta;0.78
2003;Maustetut murot, 1 kg;Keskihinta;.
2003;Maustamattomat murot, 1 kg;Keskihinta;.
2003;Maissilastut, 1 kg;Keskihinta;.
2003;Muromysli, 500 g;Keskihinta;.
2003;Naudan paisti, 1 kg;Keskihinta;.
2003;Naudan jauheliha, 1 kg;Keskihinta;6.70
2003;Naudan ulkofile, 1 kg;Keskihinta;.
2003;Sika-nauta jauheliha, 1 kg;Keskihinta;.
2003;Naudan suikalepaisti, 1 kg;Keskihinta;9.61
2003;Porsaan leikkeet, 1 kg;Keskihinta;.
2003;Porsaan kinkku, 1 KG;Keskihinta;.
2003;Porsaan sisafile, 1 kg;Keskihinta;.
2003;Porsaan ulkofile, 1 kg;Keskihinta;8.93
2003;Porsaan suikale- ja palaliha, 1 kg;Keskihinta;.
2003;Porsaan paisti, 1 kg;Keskihinta;.
2003;Broilerin rintafile, 1 kg;Keskihinta;.
2003;Broilerin koipi-reisi, 1 kg;Keskihinta;.
2003;Kinkkuleikkele, 1 kg;Keskihinta;.
2003;Palvikinkku, 1 kg;Keskihinta;10.29
2003;Meetvursti , 1 kg;Keskihinta;12.40
2003;Keittokinkku, 1 kg;Keskihinta;.
2003;Siipikarjanlihaleikkele, 1 kg;Keskihinta;.
2003;Kinkkumakkara, 1 kg;Keskihinta;7.36
2003;Grillimakkara, 1 kg;Keskihinta;5.38
2003;Lenkkimakkara, 1 kg;Keskihinta;3.31
2003;Nakit, 1 kg;Keskihinta;.
2003;Pekoni, 170 g;Keskihinta;.
2003;Einespyorykat, 400 g;Keskihinta;.
2003;Kokolihasuikaleet, 300 g;Keskihinta;.
2003;Palvilihapala, 1 kg;Keskihinta;.
2003;Lihahyytelo, 1 kg;Keskihinta;.
2003;Maksamakkara, 1 kg;Keskihinta;5.78
2003;Kirjolohi, 1 kg;Keskihinta;.
2003;Kirjolohifile, 1 kg;Keskihinta;.
2003;Lohifile, 1 kg;Keskihinta;.
2003;Katkaravut, 1 kg;Keskihinta;11.95
2003;Tonnikalasailyke, 150 g;Keskihinta;1.05
2003;Sillisailyke, 150 g;Keskihinta;.
2003;Taysmaito, 1 l;Keskihinta;0.71
2003;Kevytmaito, 1 l;Keskihinta;0.72
2003;Rasvaton maito, 1 l;Keskihinta;0.70
2003;Aidinmaidonkorvike, 2 dl;Keskihinta;0.32
2003;Jogurttipurkki, 200 g;Keskihinta;0.39
2003;Jogurttitolkki, 1 kg;Keskihinta;1.50
2003;Edamjuusto, 1 kg;Keskihinta;7.46
2003;Emmentaljuusto, 1 kg;Keskihinta;10.35
2003;Kermajuusto, 1 kg;Keskihinta;7.94
2003;Homejuusto, 1 kg;Keskihinta;12.49
2003;Salaattijuusto, 200 g;Keskihinta;.
2003;Tuorejuusto, 200 g;Keskihinta;.
2003;Raejuusto, 200 g;Keskihinta;1.05
2003;Maitorahka, 250 g;Keskihinta;0.97
2003;Sulatejuusto, 200 g;Keskihinta;1.59
2003;Kuohukerma, 2 dl;Keskihinta;0.90
2003;Ruokakerma, 2 dl;Keskihinta;.
2003;Jalkiruokavanukas, 120 g;Keskihinta;0.39
2003;Jalkiruokarahka, 200 g;Keskihinta;.
2003;Piima, 1 l;Keskihinta;.
2003;Viili, 200 g;Keskihinta;0.33
2003;Laktoositon maitojuoma, 1 l;Keskihinta;.
2003;Soijajuoma, 1 L;Keskihinta;.
2003;Kananmunat, 1 kg;Keskihinta;2.24
2003;Meijerivoi , 500 g;Keskihinta;2.43
2003;Talousmargariini, 500 g;Keskihinta;1.19
2003;Rasiamargariini, 400 g;Keskihinta;1.18
2003;Kevyt rasiamargariini, 400 g;Keskihinta;1.27
2003;Rypsioljy, 1 l;Keskihinta;2.83
2003;Voi-kasvioljyseos, 400 g;Keskihinta;2.03
2003;Oliivioljy, 0,5 L;Keskihinta;.
2003;Appelsiini , 1 kg;Keskihinta;1.50
2003;Mandariini, 1 kg;Keskihinta;2.01
2003;Banaani, 1 kg;Keskihinta;1.71
2003;Omena, 1 kg;Keskihinta;1.59
2003;Paaryna, 1 kg;Keskihinta;.
2003;Rypaleet, 1 kg;Keskihinta;3.38
2003;Vesimeloni, 1 kg;Keskihinta;.
2003;Kuivatut luumut, 200 g;Keskihinta;.
2003;Suolapahkinat, 200 g;Keskihinta;.
2003;Ananassailyke, 227 g;Keskihinta;.
2003;Jalkiruokakeitto, 1 l;Keskihinta;1.69
2003;Jaavuorisalaatti, 1 kg;Keskihinta;3.52
2003;Ruukkusalaatti, 1 kpl;Keskihinta;0.94
2003;Kukkakaali, 1 kg;Keskihinta;3.39
2003;Tomaatti, 1 kg;Keskihinta;3.04
2003;Kurkku, 1 kg;Keskihinta;2.93
2003;Paprika, 1 kg;Keskihinta;4.48
2003;Porkkana, 1 kg;Keskihinta;1.27
2003;Sipuli, 1 kg;Keskihinta;1.11
2003;Maustekurkut, 1 kg;Keskihinta;5.15
2003;Tomaattisailyke, 400 g;Keskihinta;0.50
2003;Ruokaperuna, 1 kg;Keskihinta;0.58
2003;Perunalastut, 350 g;Keskihinta;.
2003;Ranskalaiset perunat, 500 g;Keskihinta;0.90
2003;Hienosokeri, 1 kg;Keskihinta;1.09
2003;Mansikkahillo, 1 kg;Keskihinta;.
2003;Suklaalevy, 200 g;Keskihinta;.
2003;Suklaapatukka, 44 g;Keskihinta;.
2003;Irtomakeiset, , 1 kg;Keskihinta;.
2003;Makeispussi, 220 g;Keskihinta;.
2003;Lakritsi, 500 g;Keskihinta;.
2003;Ksylitolipurukumi, 110 g;Keskihinta;.
2003;Jaatelopaketti, 1 l;Keskihinta;.
2003;Jaatelotuutti, 70 g;Keskihinta;.
2003;Tomaattiketsuppi, 1 kg;Keskihinta;3.24
2003;Sinappi, 125 g;Keskihinta;1.02
2003;Vauvan velli, 2 dl;Keskihinta;.
2003;Vauvan purkkiruoka, 200 g;Keskihinta;.
2003;Eineslaatikko, 400 g;Keskihinta;.
2003;Tuorehiiva, 50 g;Keskihinta;0.17
2003;Kahvipaketti, 500 g;Keskihinta;2.18
2003;Pussitee, 50 g;Keskihinta;.
2003;Kaakaojuomajauhe, 500 g;Keskihinta;2.79
2003;Kivennaisvesi, 1,5 l;Keskihinta;.
2003;Virvoitusjuoma, 1,5 l;Keskihinta;.
2003;Virvoitusjuoma sokeriton, 1,5 l;Keskihinta;.
2003;Kolajuoma, 1,5 l;Keskihinta;.
2003;Sitruslimonadit, 1,5 l;Keskihinta;.
2003;Muut hedelmalimonadit, 1,5 l;Keskihinta;.
2003;Juomatiiviste, 1 l;Keskihinta;.
2003;Taysmehu, 1 l;Keskihinta;0.88
2003;Appelsiinitaysmehu, 1 l;Keskihinta;.
2003;Mehujuoma, 1 l;Keskihinta;.
2003;ALKOHOLIJUOMAT, TUPAKKA;Keskihinta;.
2003;Koskenkorvapullo, lasipullo, 0,5 l;Keskihinta;14.35
2003;Siideri, 0,5 l;Keskihinta;.
2003;III-olut, 12-pack, 3960 ml;Keskihinta;.
2003;ASUMINEN, VESI, SAHKO, KAASU JA MUUT POLTTOAINEET;Keskihinta;.
2003;Vapaarahoitteisen kaksion vuokra, eur/m2/kk;Keskihinta;8.97
2003;Kerrostalokaksion hinta, eur/m2;Keskihinta;1393.25
2003;Asuntolainojen keskikorko, %;Keskihinta;4.02
2003;Sahko, kWh;Keskihinta;0.09
2003;Kevyt polttooljy, 1 l;Keskihinta;0.39
2003;KALUSTEET, KOTITALOUSKONEET JA YLEINEN KODINHOITO;Keskihinta;.
2003;Konetiskiaine, 1 kg;Keskihinta;2.78
2003;Pyykinpesuaine, 1 kg;Keskihinta;3.95
2003;Astianpesuaine, 1 l;Keskihinta;3.12
2003;Yleispuhdistusaine, 1 l;Keskihinta;2.89
2003;Tiskiharja , 1 kpl;Keskihinta;1.10
2003;Talouspaperi, 4 rll;Keskihinta;2.44
2003;Muovipussi, 1 kpl;Keskihinta;0.14
2003;Biojatepussi, 30 kpl;Keskihinta;.
2003;TERVEYS;Keskihinta;.
2003;Kondomit , 5 kpl/pakk.;Keskihinta;3.43
2003;LIIKENNE;Keskihinta;.
2003;Diesel, 1 l;Keskihinta;0.80
2003;Bensiini 95 E 10, 1 l;Keskihinta;1.09
2003;Bensiini 98 E 5, 1 l;Keskihinta;1.12
2003;Junamatka 200 km, meno-paluu;Keskihinta;45.53
2003;Seutulippu 30 pv, paakaupunkiseutu;Keskihinta;.
2003;Linja-automatka 200 km meno-paluu;Keskihinta;42.90
2003;Taksimatka 5 km paivalla;Keskihinta;9.30
2003;VIESTINTA;Keskihinta;.
2003;1 lk:n kotimaan kirje 50g;Keskihinta;0.64
2003;KULTTUURI JA VAPAA-AIKA;Keskihinta;.
2003;Koiran ruoka, 3 kg;Keskihinta;5.39
2003;Kissan ruoka, 400 g;Keskihinta;0.95
2003;Uimahallimaksu, 1 krt;Keskihinta;3.87
2003;Elokuvalippu;Keskihinta;8.18
2003;Televisiolupamaksu, VUOSI;Keskihinta;166.20
2003;Passikuva, 4 KUVAA;Keskihinta;9.51
2003;Lotto, 1 rivi;Keskihinta;0.60
2003;Vakioveikkaus, 1 rivi;Keskihinta;0.20
2003;RAVINTOLAT JA HOTELLIT;Keskihinta;.
2003;Pizza, 1 kpl;Keskihinta;7.57
2003;Hampurilainen, 1 kpl;Keskihinta;2.04
2003;Kahvi, 1 kpp;Keskihinta;1.42
2003;Virvoitusjuoma kahvilassa, 333 ml pullo;Keskihinta;.
2003;MUUT TAVARAT JA PALVELUT;Keskihinta;.
2003;Hammasharja, 1 kpl;Keskihinta;1.54
2003;Hammastahna, 50 ml;Keskihinta;0.92
2003;WC-paperi, 8 rll;Keskihinta;3.24
2003;Terveyssiteet, 20 kpl/pakk.;Keskihinta;3.13
2003;Kulutusluottojen korot, %;Keskihinta;5.03
2003;Passi;Keskihinta;.
2003;Naudan maksa, 1 kg;Keskihinta;.
2003;Junamatka Hki-Tre IC2-juna meno-paluu;Keskihinta;.
2002;ELINTARVIKKEET JA ALKOHOLITTOMAT JUOMAT;Keskihinta;.
2002;Pitkajyvariisi, 1 kg;Keskihinta;2.45
2002;Vehnajauhot, 2 kg;Keskihinta;.
2002;Kaurahiutaleet, 1 kg;Keskihinta;.
2002;Annospuurohiutale, 250 g;Keskihinta;.
2002;Reikaleipa, 1 kg;Keskihinta;2.81
2002;Ruisleipa, 1 kg;Keskihinta;.
2002;Ruisleipapalat, 1 kg;Keskihinta;3.61
2002;Jalkiuunileipa, 1 kg;Keskihinta;3.79
2002;Sekaleipa, 1 kg;Keskihinta;3.46
2002;Vehnaleipa, 500 g;Keskihinta;.
2002;Kauraleipa, 500 g;Keskihinta;.
2002;Sampyla, 1 kg;Keskihinta;.
2002;Patonki, 1 kg;Keskihinta;4.96
2002;Pullapitko, 1 kg;Keskihinta;5.61
2002;Taytekeksi, 350 g;Keskihinta;.
2002;Nakkileipa, 1 kg;Keskihinta;4.39
2002;Voileipakeksi, 1 kg;Keskihinta;3.74
2002;Suolakeksit, 100 g;Keskihinta;.
2002;Einespizza, 200 g;Keskihinta;.
2002;Pakastepizza, 300 g;Keskihinta;.
2002;Pakastelehtitaikina, 1 kg;Keskihinta;.
2002;Lihapiirakka, 1 kg;Keskihinta;3.52
2002;Eineshampurilainen, 100 g;Keskihinta;.
2002;Makaroni, 400 g;Keskihinta;0.35
2002;Spagetti, 500 g;Keskihinta;0.79
2002;Maustetut murot, 1 kg;Keskihinta;.
2002;Maustamattomat murot, 1 kg;Keskihinta;.
2002;Maissilastut, 1 kg;Keskihinta;.
2002;Muromysli, 500 g;Keskihinta;.
2002;Naudan paisti, 1 kg;Keskihinta;.
2002;Naudan jauheliha, 1 kg;Keskihinta;6.91
2002;Naudan ulkofile, 1 kg;Keskihinta;.
2002;Sika-nauta jauheliha, 1 kg;Keskihinta;.
2002;Naudan suikalepaisti, 1 kg;Keskihinta;9.87
2002;Porsaan leikkeet, 1 kg;Keskihinta;.
2002;Porsaan kinkku, 1 KG;Keskihinta;.
2002;Porsaan sisafile, 1 kg;Keskihinta;.
2002;Porsaan ulkofile, 1 kg;Keskihinta;9.57
2002;Porsaan suikale- ja palaliha, 1 kg;Keskihinta;.
2002;Porsaan paisti, 1 kg;Keskihinta;.
2002;Broilerin rintafile, 1 kg;Keskihinta;.
2002;Broilerin koipi-reisi, 1 kg;Keskihinta;.
2002;Kinkkuleikkele, 1 kg;Keskihinta;.
2002;Palvikinkku, 1 kg;Keskihinta;10.52
2002;Meetvursti , 1 kg;Keskihinta;12.48
2002;Keittokinkku, 1 kg;Keskihinta;.
2002;Siipikarjanlihaleikkele, 1 kg;Keskihinta;.
2002;Kinkkumakkara, 1 kg;Keskihinta;7.45
2002;Grillimakkara, 1 kg;Keskihinta;5.70
2002;Lenkkimakkara, 1 kg;Keskihinta;3.39
2002;Nakit, 1 kg;Keskihinta;.
2002;Pekoni, 170 g;Keskihinta;.
2002;Einespyorykat, 400 g;Keskihinta;.
2002;Kokolihasuikaleet, 300 g;Keskihinta;.
2002;Palvilihapala, 1 kg;Keskihinta;.
2002;Lihahyytelo, 1 kg;Keskihinta;.
2002;Maksamakkara, 1 kg;Keskihinta;5.75
2002;Kirjolohi, 1 kg;Keskihinta;.
2002;Kirjolohifile, 1 kg;Keskihinta;.
2002;Lohifile, 1 kg;Keskihinta;.
2002;Katkaravut, 1 kg;Keskihinta;12.30
2002;Tonnikalasailyke, 150 g;Keskihinta;1.12
2002;Sillisailyke, 150 g;Keskihinta;.
2002;Taysmaito, 1 l;Keskihinta;0.70
2002;Kevytmaito, 1 l;Keskihinta;0.71
2002;Rasvaton maito, 1 l;Keskihinta;0.69
2002;Aidinmaidonkorvike, 2 dl;Keskihinta;0.33
2002;Jogurttipurkki, 200 g;Keskihinta;0.37
2002;Jogurttitolkki, 1 kg;Keskihinta;1.42
2002;Edamjuusto, 1 kg;Keskihinta;7.03
2002;Emmentaljuusto, 1 kg;Keskihinta;9.84
2002;Kermajuusto, 1 kg;Keskihinta;7.62
2002;Homejuusto, 1 kg;Keskihinta;11.43
2002;Salaattijuusto, 200 g;Keskihinta;.
2002;Tuorejuusto, 200 g;Keskihinta;.
2002;Raejuusto, 200 g;Keskihinta;1.03
2002;Maitorahka, 250 g;Keskihinta;0.94
2002;Sulatejuusto, 200 g;Keskihinta;1.53
2002;Kuohukerma, 2 dl;Keskihinta;0.88
2002;Ruokakerma, 2 dl;Keskihinta;.
2002;Jalkiruokavanukas, 120 g;Keskihinta;0.39
2002;Jalkiruokarahka, 200 g;Keskihinta;.
2002;Piima, 1 l;Keskihinta;.
2002;Viili, 200 g;Keskihinta;0.31
2002;Laktoositon maitojuoma, 1 l;Keskihinta;.
2002;Soijajuoma, 1 L;Keskihinta;.
2002;Kananmunat, 1 kg;Keskihinta;2.13
2002;Meijerivoi , 500 g;Keskihinta;2.41
