011 -- Kulutushyodykkeiden keskihintoja

Vuosi;Hyodyke;Tiedot;Vuosikeskiarvo
2016;Maitorahka, 250 g;Keskihinta;1.23
2016;Sulatejuusto, 200 g;Keskihinta;2.09
2016;Kuohukerma, 2 dl;Keskihinta;1.15
2016;Ruokakerma, 2 dl;Keskihinta;0.90
2016;Jalkiruokavanukas, 120 g;Keskihinta;0.45
2016;Jalkiruokarahka, 200 g;Keskihinta;1.20
2016;Piima, 1 l;Keskihinta;1.33
2016;Viili, 200 g;Keskihinta;0.46
2016;Laktoositon maitojuoma, 1 l;Keskihinta;1.79
2016;Soijajuoma, 1 L;Keskihinta;2.18
2016;Kananmunat, 1 kg;Keskihinta;3.45
2016;Meijerivoi , 500 g;Keskihinta;2.46
2016;Talousmargariini, 500 g;Keskihinta;1.64
2016;Rasiamargariini, 400 g;Keskihinta;1.39
2016;Kevyt rasiamargariini, 400 g;Keskihinta;1.88
2016;Rypsioljy, 1 l;Keskihinta;3.61
2016;Voi-kasvioljyseos, 400 g;Keskihinta;2.36
2016;Oliivioljy, 0,5 L;Keskihinta;5.57
2016;Appelsiini , 1 kg;Keskihinta;1.61
2016;Mandariini, 1 kg;Keskihinta;2.35
2016;Banaani, 1 kg;Keskihinta;1.48
2016;Omena, 1 kg;Keskihinta;1.95
2016;Paaryna, 1 kg;Keskihinta;1.99
2016;Rypaleet, 1 kg;Keskihinta;5.47
2016;Vesimeloni, 1 kg;Keskihinta;.
2016;Kuivatut luumut, 200 g;Keskihinta;2.38
2016;Suolapahkinat, 200 g;Keskihinta;1.84
2016;Ananassailyke, 227 g;Keskihinta;0.78
2016;Jalkiruokakeitto, 1 l;Keskihinta;2.27
2016;Jaavuorisalaatti, 1 kg;Keskihinta;3.14
2016;Ruukkusalaatti, 1 kpl;Keskihinta;1.13
2016;Kukkakaali, 1 kg;Keskihinta;3.24
2016;Tomaatti, 1 kg;Keskihinta;3.03
2016;Kurkku, 1 kg;Keskihinta;2.47
2016;Paprika, 1 kg;Keskihinta;4.31
2016;Porkkana, 1 kg;Keskihinta;1.59
2016;Sipuli, 1 kg;Keskihinta;1.38
2016;Maustekurkut, 1 kg;Keskihinta;6.19
2016;Tomaattisailyke, 400 g;Keskihinta;0.79
2016;Ruokaperuna, 1 kg;Keskihinta;0.97
2016;Perunalastut, 350 g;Keskihinta;2.98
2016;Ranskalaiset perunat, 500 g;Keskihinta;1.17
2016;Hienosokeri, 1 kg;Keskihinta;0.89
2016;Mansikkahillo, 1 kg;Keskihinta;5.67
2016;Suklaalevy, 200 g;Keskihinta;2.36
2016;Suklaapatukka, 44 g;Keskihinta;0.70
2016;Irtomakeiset, , 1 kg;Keskihinta;8.81
2016;Makeispussi, 220 g;Keskihinta;2.37
2016;Lakritsi, 500 g;Keskihinta;3.87
2016;Ksylitolipurukumi, 110 g;Keskihinta;2.85
2016;Jaatelopaketti, 1 l;Keskihinta;2.47
2016;Jaatelotuutti, 70 g;Keskihinta;0.86
2016;Tomaattiketsuppi, 1 kg;Keskihinta;3.33
2016;Sinappi, 125 g;Keskihinta;0.92
2016;Vauvan velli, 2 dl;Keskihinta;.
2016;Vauvan purkkiruoka, 200 g;Keskihinta;1.05
2016;Eineslaatikko, 400 g;Keskihinta;2.00
2016;Tuorehiiva, 50 g;Keskihinta;.
2016;Kahvipaketti, 500 g;Keskihinta;3.66
2016;Pussitee, 50 g;Keskihinta;3.74
2016;Kaakaojuomajauhe, 500 g;Keskihinta;3.64
2016;Kivennaisvesi, 1,5 l;Keskihinta;1.80
2016;Virvoitusjuoma, 1,5 l;Keskihinta;2.27
2016;Virvoitusjuoma sokeriton, 1,5 l;Keskihinta;1.98
2016;Kolajuoma, 1,5 l;Keskihinta;.
2016;Sitruslimonadit, 1,5 l;Keskihinta;.
2016;Muut hedelmalimonadit, 1,5 l;Keskihinta;.
2016;Juomatiiviste, 1 l;Keskihinta;.
2016;Taysmehu, 1 l;Keskihinta;.
2016;Appelsiinitaysmehu, 1 l;Keskihinta;1.33
2016;Mehujuoma, 1 l;Keskihinta;1.19
2016;ALKOHOLIJUOMAT, TUPAKKA;Keskihinta;.
2016;Koskenkorvapullo, lasipullo, 0,5 l;Keskihinta;13.69
2016;Siideri, 0,5 l;Keskihinta;2.86
2016;III-olut, 12-pack, 3960 ml;Keskihinta;12.35
2016;ASUMINEN, VESI, SAHKO, KAASU JA MUUT POLTTOAINEET;Keskihinta;.
2016;Vapaarahoitteisen kaksion vuokra, eur/m2/kk;Keskihinta;.
2016;Kerrostalokaksion hinta, eur/m2;Keskihinta;2381.25
2016;Asuntolainojen keskikorko, %;Keskihinta;.
2016;Sahko, kWh;Keskihinta;0.15
2016;Kevyt polttooljy, 1 l;Keskihinta;0.79
2016;KALUSTEET, KOTITALOUSKONEET JA YLEINEN KODINHOITO;Keskihinta;.
2016;Konetiskiaine, 1 kg;Keskihinta;8.55
2016;Pyykinpesuaine, 1 kg;Keskihinta;.
2016;Astianpesuaine, 1 l;Keskihinta;4.27
2016;Yleispuhdistusaine, 1 l;Keskihinta;2.66
2016;Tiskiharja , 1 kpl;Keskihinta;1.22
2016;Talouspaperi, 4 rll;Keskihinta;2.48
2016;Muovipussi, 1 kpl;Keskihinta;.
2016;Biojatepussi, 30 kpl;Keskihinta;4.33
2016;TERVEYS;Keskihinta;.
2016;Kondomit , 5 kpl/pakk.;Keskihinta;3.39
2016;LIIKENNE;Keskihinta;.
2016;Diesel, 1 l;Keskihinta;1.19
2016;Bensiini 95 E 10, 1 l;Keskihinta;1.38
2016;Bensiini 98 E 5, 1 l;Keskihinta;1.46
2016;Junamatka 200 km, meno-paluu;Keskihinta;.
2016;Seutulippu 30 pv, paakaupunkiseutu;Keskihinta;102.40
2016;Linja-automatka 200 km meno-paluu;Keskihinta;.
2016;Taksimatka 5 km paivalla;Keskihinta;13.70
2016;VIESTINTA;Keskihinta;.
2016;1 lk:n kotimaan kirje 50g;Keskihinta;1.19
2016;KULTTUURI JA VAPAA-AIKA;Keskihinta;.
2016;Koiran ruoka, 3 kg;Keskihinta;7.20
2016;Kissan ruoka, 400 g;Keskihinta;1.50
2016;Uimahallimaksu, 1 krt;Keskihinta;5.94
2016;Elokuvalippu;Keskihinta;11.77
2016;Televisiolupamaksu, VUOSI;Keskihinta;.
2016;Passikuva, 4 KUVAA;Keskihinta;.
2016;Lotto, 1 rivi;Keskihinta;1.00
2016;Vakioveikkaus, 1 rivi;Keskihinta;0.25
2016;RAVINTOLAT JA HOTELLIT;Keskihinta;.
2016;Pizza, 1 kpl;Keskihinta;11.35
2016;Hampurilainen, 1 kpl;Keskihinta;2.90
2016;Kahvi, 1 kpp;Keskihinta;2.15
2016;Virvoitusjuoma kahvilassa, 333 ml pullo;Keskihinta;.
2016;MUUT TAVARAT JA PALVELUT;Keskihinta;.
2016;Hammasharja, 1 kpl;Keskihinta;1.71
2016;Hammastahna, 50 ml;Keskihinta;1.26
2016;WC-paperi, 8 rll;Keskihinta;3.45
2016;Terveyssiteet, 20 kpl/pakk.;Keskihinta;3.20
2016;Kulutusluottojen korot, %;Keskihinta;3.12
2016;Passi;Keskihinta;46.00
2016;Naudan maksa, 1 kg;Keskihinta;.
2016;Junamatka Hki-Tre IC2-juna meno-paluu;Keskihinta;.
